timestamp,ann_arbor_residential_kw,ann_arbor_residential_kwh_15min,kw_per_home,kwh_15min_per_home
2022-01-01 00:00:00-0500,52840.45162323984,13210.11290580996,1.0542552123440616,0.2635638030860154
2022-01-01 00:15:00-0500,53015.68571502832,13253.92142875708,1.0577514249798963,0.26443785624497407
2022-01-01 00:30:00-0500,53178.383001328315,13294.595750332079,1.0609975074195204,0.2652493768548801
2022-01-01 00:45:00-0500,53327.91108734722,13331.977771836804,1.0639808423312138,0.26599521058280345
2022-01-01 01:00:00-0500,53463.7502410174,13365.93756025435,1.0666910601926791,0.2666727650481698
2022-01-01 01:15:00-0500,53585.53933407324,13396.38483351831,1.0691209558922137,0.2672802389730534
2022-01-01 01:30:00-0500,53693.149146936295,13423.287286734074,1.0712679512835315,0.26781698782088287
2022-01-01 01:45:00-0500,53786.7956977588,13446.6989244397,1.0731363562893517,0.2682840890723379
2022-01-01 02:00:00-0500,53867.208370273,13466.80209256825,1.0747407233326367,0.2686851808331592
2022-01-01 02:15:00-0500,53935.867293996474,13483.966823499119,1.0761105834679268,0.2690276458669817
2022-01-01 02:30:00-0500,53995.31941268593,13498.829853171483,1.077296752474584,0.269324188118646
2022-01-01 02:45:00-0500,54049.57033212638,13512.392583031595,1.0783791488742658,0.26959478721856645
2022-01-01 03:00:00-0500,54104.52710265918,13526.131775664795,1.0794756281814621,0.26986890704536554
2022-01-01 03:15:00-0500,54168.43489635276,13542.10872408819,1.0807506953419639,0.27018767383549097
2022-01-01 03:30:00-0500,54252.21057326604,13563.05264331651,1.0824221599366122,0.27060553998415304
2022-01-01 03:45:00-0500,54369.53549143861,13592.383872859653,1.0847629878955254,0.27119074697388135
2022-01-01 04:00:00-0500,54536.54088195517,13634.135220488792,1.0880950242054535,0.27202375605136336
2022-01-01 04:15:00-0500,54770.91798138972,13692.72949534743,1.0927712385666548,0.2731928096416637
2022-01-01 04:30:00-0500,55090.328636134385,13772.582159033596,1.0991440142962001,0.27478600357405003
2022-01-01 04:45:00-0500,55510.09155768966,13877.522889422415,1.107518985258859,0.27687974631471474
2022-01-01 05:00:00-0500,56040.27359298752,14010.06839824688,1.11809700185473,0.2795242504636825
2022-01-01 05:15:00-0500,56682.50471076811,14170.626177692027,1.1309105846809593,0.2827276461702398
2022-01-01 05:30:00-0500,57427.020421183115,14356.755105295779,1.1457649158659684,0.2864412289664921
2022-01-01 05:45:00-0500,58250.56198503352,14562.64049625838,1.1621959447387311,0.2905489861846828
2022-01-01 06:00:00-0500,59115.77731418495,14778.944328546237,1.1794584347920276,0.2948646086980069
2022-01-01 06:15:00-0500,59972.62478235932,14993.15619558983,1.1965539720510117,0.2991384930127529
2022-01-01 06:30:00-0500,60761.9838974984,15190.4959743746,1.2123030040138776,0.3030757510034694
2022-01-01 06:45:00-0500,61421.262380452834,15355.315595113208,1.225456710231167,0.3063641775577918
2022-01-01 07:00:00-0500,61891.34356551174,15472.835891377936,1.2348356145430914,0.30870890363577286
2022-01-01 07:15:00-0500,62123.85153486882,15530.962883717206,1.2394745366392534,0.30986863415981336
2022-01-01 07:30:00-0500,62087.52954996704,15521.88238749176,1.2387498524109957,0.3096874631027489
2022-01-01 07:45:00-0500,61772.59739213922,15443.149348034805,1.2324664301705484,0.3081166075426371
