timestamp,ann_arbor_residential_kw,ann_arbor_residential_kwh_15min,kw_per_home,kwh_15min_per_home
2023-01-01 00:00:00-0500,55001.97906901132,13750.494767252829,1.0518758773208061,0.2629689693302015
2023-01-01 00:15:00-0500,55184.38140571822,13796.095351429554,1.0553641993993297,0.2638410498498324
2023-01-01 00:30:00-0500,55353.73409784626,13838.433524461563,1.0586029557972643,0.26465073894931607
2023-01-01 00:45:00-0500,55509.37888143141,13877.344720357853,1.0615795576587832,0.2653948894146958
2023-01-01 01:00:00-0500,55650.774763892674,13912.693690973168,1.0642836588644302,0.26607091471610755
2023-01-01 01:15:00-0500,55777.54584440602,13944.386461101503,1.066708070563627,0.26667701764090673
2023-01-01 01:30:00-0500,55889.557617449056,13972.389404362264,1.0688502204286723,0.26721255510716807
2023-01-01 01:45:00-0500,55987.034937759454,13996.758734439863,1.0707144086552765,0.2676786021638191
2023-01-01 02:00:00-0500,56070.73702573639,14017.684256434097,1.0723151548232253,0.2680787887058063
2023-01-01 02:15:00-0500,56142.20455808197,14035.551139520492,1.0736819233388024,0.2684204808347006
2023-01-01 02:30:00-0500,56204.08866556617,14051.022166391542,1.0748654152958914,0.26871635382397285
2023-01-01 02:45:00-0500,56260.55881000804,14065.13970250201,1.0759453688490663,0.2689863422122666
2023-01-01 03:00:00-0500,56317.76367956703,14079.440919891758,1.0770393735262234,0.26925984338155584
2023-01-01 03:15:00-0500,56384.28572892694,14096.071432231734,1.078311563004057,0.26957789075101424
2023-01-01 03:30:00-0500,56471.48839064776,14117.87209766194,1.0799792552917693,0.2699948138229423
2023-01-01 03:45:00-0500,56593.6126817044,14148.4031704261,1.082314800266182,0.2705787000665455
2023-01-01 04:00:00-0500,56767.44970828961,14191.862427072405,1.0856393165462368,0.2714098291365592
2023-01-01 04:15:00-0500,57011.4143967308,14252.8535991827,1.090304977219417,0.2725762443048543
2023-01-01 04:30:00-0500,57343.89108091868,14335.97277022967,1.096663370313419,0.27416584257835475
2023-01-01 04:45:00-0500,57780.825109983176,14445.206277495794,1.105019439911876,0.276254859977969
2023-01-01 05:00:00-0500,58332.69513214237,14583.173783035592,1.115573583118203,0.27889339577955075
2023-01-01 05:15:00-0500,59001.19779274604,14750.29944818651,1.1283582471342286,0.28208956178355715
2023-01-01 05:30:00-0500,59776.169169084285,14944.042292271071,1.1431790537703226,0.28579476344258065
2023-01-01 05:45:00-0500,60633.39908415637,15158.349771039091,1.1595729996654462,0.2898932499163615
2023-01-01 06:00:00-0500,61534.00749991118,15383.501874977796,1.1767965302270642,0.29419913255676605
2023-01-01 06:15:00-0500,62425.90575327764,15606.476438319409,1.1938534847879831,0.29846337119699573
2023-01-01 06:30:00-0500,63247.55492914724,15811.88873228681,1.2095669729632603,0.3023917432408151
2023-01-01 06:45:00-0500,63933.80230603682,15983.450576509204,1.2226909927502414,0.30567274818756035
2023-01-01 07:00:00-0500,64423.11295170843,16105.778237927108,1.2320487299337062,0.30801218248342654
2023-01-01 07:15:00-0500,64665.13205016616,16166.28301254154,1.23667718250628,0.30916929562657
2023-01-01 07:30:00-0500,64627.324253450926,16156.831063362732,1.235954133808532,0.308988533452133
2023-01-01 07:45:00-0500,64299.50926662015,16074.877316655038,1.2296848925428883,0.30742122313572207
2023-01-01 08:00:00-0500,63695.452143521085,15923.863035880271,1.2181327061112965,0.30453317652782413
2023-01-01 08:15:00-0500,62851.20387470546,15712.800968676363,1.201987025474555,0.3004967563686387
2023-01-01 08:30:00-0500,61820.49796464766,15455.124491161914,1.1822754677860312,0.2955688669465078
